# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	NA18517	chr22	22386739	22407453	20715	138	22.9
RG	NA18517	chr22	22515823	22540310	24488	155	11.7
RG	NA18517	chr22	23112699	23142725	30027	176	34.3
RG	NA18517	chr22	23375128	23423420	48293	290	55.6
RG	NA18517	chr22	23508808	23530581	21774	266	73.9
RG	NA18517	chr22	25435156	25577697	142542	708	59.7
RG	NA18517	chr22	25612568	25715051	102484	403	17.0
RG	NA18517	chr22	26361160	26396025	34866	275	47.8
RG	NA18517	chr22	26865480	26897804	32325	227	27.9
RG	NA18517	chr22	27060346	27101625	41280	384	66.8
RG	NA18517	chr22	27650365	27676567	26203	222	45.3
RG	NA18517	chr22	29002315	29059029	56715	279	20.2
RG	NA18517	chr22	31045709	31118362	72654	269	40.3
RG	NA18517	chr22	31580096	31722933	142838	567	54.8
RG	NA18517	chr22	33116123	33300971	184849	1198	86.4
RG	NA18517	chr22	33708233	33755911	47679	332	55.3
RG	NA18517	chr22	34191054	34213855	22802	150	13.9
RG	NA18517	chr22	34418059	34439155	21097	178	27.3
RG	NA18517	chr22	34750522	34901061	150540	877	51.1
RG	NA18517	chr22	35049177	35082416	33240	235	51.9
RG	NA18517	chr22	36201779	36254947	53169	350	51.6
RG	NA18517	chr22	37396267	37444012	47746	385	69.1
RG	NA18517	chr22	37539865	37563940	24076	109	13.3
RG	NA18517	chr22	38331775	38399533	67759	184	31.4
RG	NA18517	chr22	38915592	39862000	946409	5143	87.9
RG	NA18517	chr22	40684132	40836076	151945	608	22.4
RG	NA18517	chr22	41992837	42076233	83397	348	36.2
RG	NA18517	chr22	42208536	42289531	80996	388	64.8
RG	NA18517	chr22	43039662	43075863	36202	172	28.4
RG	NA18517	chr22	43340366	43373564	33199	212	26.7
RG	NA18517	chr22	45023266	45035758	12493	114	17.7
RG	NA18517	chr22	46746162	46840815	94654	685	84.8
RG	NA18517	chr22	47156832	47171039	14208	221	26.7
RG	NA18517	chr22	47896835	47939631	42797	427	56.9
RG	NA18517	chr22	48136285	48187073	50789	497	64.2
RG	NA18517	chr22	48367921	48414133	46213	480	66.8
RG	NA18517	chr22	48655346	48664843	9498	163	42.8
RG	NA18517	chr22	49138457	49147037	8581	134	14.1
RG	NA18517	chr22	50493362	50518081	24720	139	16.5
RG	NA18519	chr22	16796579	16833463	36885	246	38.8
RG	NA18519	chr22	18130250	18153315	23066	158	50.0
RG	NA18519	chr22	20015325	20155562	140238	731	68.7
RG	NA18519	chr22	22130737	22161823	31087	340	75.4
RG	NA18519	chr22	22680761	22778642	97882	950	70.8
RG	NA18519	chr22	22798608	22880673	82066	605	72.2
RG	NA18519	chr22	22950756	23037029	86274	467	73.5
RG	NA18519	chr22	25823202	25858787	35586	259	51.4
RG	NA18519	chr22	26438863	26491772	52910	297	52.9
RG	NA18519	chr22	27136028	27162829	26802	239	49.4
RG	NA18519	chr22	27676641	27718170	41530	303	61.5
RG	NA18519	chr22	29123842	29223604	99763	590	70.6
RG	NA18519	chr22	29423750	30480451	1056702	4797	86.2
RG	NA18519	chr22	31076196	31517285	441090	1404	73.8
RG	NA18519	chr22	32276704	32331406	54703	386	67.7
RG	NA18519	chr22	32650550	32679433	28884	172	56.5
RG	NA18519	chr22	33343179	33408315	65137	476	77.1
RG	NA18519	chr22	33430603	33540423	109821	708	82.9
RG	NA18519	chr22	33888009	33916829	28821	203	20.4
RG	NA18519	chr22	34357616	34368370	10755	72	31.3
RG	NA18519	chr22	34378595	34383891	5297	65	60.3
RG	NA18519	chr22	36213693	36228882	15190	107	58.1
RG	NA18519	chr22	36546953	36581472	34520	236	57.4
RG	NA18519	chr22	37685317	38057128	371812	1655	67.9
RG	NA18519	chr22	38115056	38187349	72294	394	57.2
RG	NA18519	chr22	39363335	39466294	102960	522	46.9
RG	NA18519	chr22	41289933	41372518	82586	311	49.3
RG	NA18519	chr22	42309085	42336046	26962	154	30.0
RG	NA18519	chr22	42519705	42700486	180782	1008	50.4
RG	NA18519	chr22	42816426	42934321	117896	677	37.8
RG	NA18519	chr22	44375846	44394557	18712	236	45.1
RG	NA18519	chr22	44493099	44535215	42117	315	50.1
RG	NA18519	chr22	44894953	44913685	18733	152	14.2
RG	NA18519	chr22	45119388	45250611	131224	879	83.1
RG	NA18519	chr22	46441217	46456773	15557	149	31.5
RG	NA18519	chr22	46586276	46592497	6222	97	44.7
RG	NA18519	chr22	46606895	46618966	12072	113	16.4
RG	NA18519	chr22	47204411	47249040	44630	339	55.1
RG	NA18519	chr22	47371492	47445815	74324	746	67.5
RG	NA18519	chr22	47625916	47715821	89906	722	74.8
RG	NA18519	chr22	47777842	47803423	25582	227	16.4
RG	NA18519	chr22	47891704	47922562	30859	319	61.4
RG	NA18519	chr22	47982372	48027797	45426	381	24.1
RG	NA18519	chr22	48071010	48099645	28636	248	31.9
RG	NA18519	chr22	48341513	48414767	73255	780	81.3
RG	NA18519	chr22	48655680	48665424	9745	163	32.2
RG	NA18519	chr22	48928555	48942859	14305	237	45.9
RG	NA18519	chr22	49506163	49530775	24613	233	46.9
RG	NA18520	chr22	17104551	17126595	22045	141	35.1
RG	NA18520	chr22	17506946	17553358	46413	221	46.3
RG	NA18520	chr22	19161638	19299486	137849	704	59.2
RG	NA18520	chr22	20661881	20906011	244131	1030	59.9
RG	NA18520	chr22	22353642	22370497	16856	198	37.3
RG	NA18520	chr22	22811088	22846956	35869	241	52.1
RG	NA18520	chr22	23244218	23290582	46365	438	50.9
RG	NA18520	chr22	23508808	23528488	19681	240	38.8
RG	NA18520	chr22	24053704	24228379	174676	728	29.8
RG	NA18520	chr22	24318648	24555273	236626	1052	38.0
RG	NA18520	chr22	26160818	26232558	71741	362	17.5
RG	NA18520	chr22	26786276	26794524	8249	61	18.1
RG	NA18520	chr22	26865480	26908044	42565	291	60.9
RG	NA18520	chr22	27465094	27501242	36149	318	58.1
RG	NA18520	chr22	27642544	27676567	34024	280	41.0
RG	NA18520	chr22	32276704	32323718	47015	321	59.2
RG	NA18520	chr22	32515079	32560513	45435	327	35.9
RG	NA18520	chr22	33364618	33408315	43698	337	32.6
RG	NA18520	chr22	33958032	34412113	454082	2885	89.4
RG	NA18520	chr22	35592023	35636822	44800	271	13.8
RG	NA18520	chr22	36463346	36513791	50446	308	57.8
RG	NA18520	chr22	36526889	36548309	21421	148	42.4
RG	NA18520	chr22	37004103	37102284	98182	659	74.0
RG	NA18520	chr22	37655992	37771093	115102	581	46.8
RG	NA18520	chr22	38258878	38399533	140656	536	56.7
RG	NA18520	chr22	38661059	38721876	60818	216	16.0
RG	NA18520	chr22	38915592	38943419	27828	148	22.5
RG	NA18520	chr22	39619484	39710493	91010	582	61.0
RG	NA18520	chr22	41199819	41218631	18813	69	23.4
RG	NA18520	chr22	42196212	42476797	280586	1545	83.7
RG	NA18520	chr22	43928085	44128220	200136	1388	85.3
RG	NA18520	chr22	44340270	44346990	6721	61	24.8
RG	NA18520	chr22	45163246	45183280	20035	144	19.7
RG	NA18520	chr22	45578038	45609901	31864	275	45.8
RG	NA18520	chr22	46632070	46702802	70733	583	55.0
RG	NA18520	chr22	46879421	46900480	21060	235	15.1
RG	NA18520	chr22	47156832	47171039	14208	221	20.3
RG	NA18520	chr22	47363914	47403045	39132	457	20.2
RG	NA18520	chr22	48781023	48799789	18767	166	30.3
RG	NA18520	chr22	48896732	48955881	59150	747	79.4
RG	NA18520	chr22	49169451	49183672	14222	192	23.5
RG	NA18520	chr22	49196699	49255756	59058	753	58.9
RG	NA18520	chr22	49333465	49355725	22261	252	67.8
RG	NA18520	chr22	50314539	50437806	123268	483	62.0
RG	NA18522	chr22	15423267	16138711	715445	137	24.1
RG	NA18522	chr22	17407710	17421088	13379	93	22.9
RG	NA18522	chr22	17640192	17737326	97135	471	26.4
RG	NA18522	chr22	17803134	17830153	27020	224	47.9
RG	NA18522	chr22	17971109	17983521	12413	117	39.7
RG	NA18522	chr22	18012337	18035751	23415	153	35.7
RG	NA18522	chr22	19039616	19122832	83217	455	64.7
RG	NA18522	chr22	19666891	19721807	54917	355	52.1
RG	NA18522	chr22	19886328	19925385	39058	337	51.6
RG	NA18522	chr22	22018993	22025649	6657	93	48.1
RG	NA18522	chr22	22429014	22464053	35040	253	46.9
RG	NA18522	chr22	22519068	22543525	24458	144	53.1
RG	NA18522	chr22	22680761	22703591	22831	184	67.6
RG	NA18522	chr22	23146855	23164212	17358	141	18.4
RG	NA18522	chr22	23510796	23529281	18486	239	77.4
RG	NA18522	chr22	23628815	23659302	30488	190	42.3
RG	NA18522	chr22	23771143	23848107	76965	467	82.8
RG	NA18522	chr22	24587633	24662340	74708	101	17.2
RG	NA18522	chr22	24758055	24796010	37956	167	27.8
RG	NA18522	chr22	24999137	25249854	250718	1410	86.9
RG	NA18522	chr22	25770869	25856188	85320	679	82.0
RG	NA18522	chr22	26292422	26323925	31504	241	39.8
RG	NA18522	chr22	26359474	26390556	31083	257	32.2
RG	NA18522	chr22	26396595	26517611	121017	641	29.9
RG	NA18522	chr22	27226684	27241545	14862	94	24.3
RG	NA18522	chr22	27695445	27726195	30751	229	46.9
RG	NA18522	chr22	28893358	28962710	69353	283	57.8
RG	NA18522	chr22	29228593	29251186	22594	133	40.2
RG	NA18522	chr22	31945059	32138858	193800	692	49.1
RG	NA18522	chr22	32476967	32508518	31552	168	14.7
RG	NA18522	chr22	32651536	32739206	87671	524	43.5
RG	NA18522	chr22	32784218	32843579	59362	376	26.4
RG	NA18522	chr22	33137159	33146478	9320	76	26.1
RG	NA18522	chr22	33332652	33342626	9975	95	22.8
RG	NA18522	chr22	34191054	34213855	22802	150	13.9
RG	NA18522	chr22	34418059	34451504	33446	290	38.7
RG	NA18522	chr22	34750522	34916146	165625	976	66.6
RG	NA18522	chr22	36027438	36069101	41664	148	29.2
RG	NA18522	chr22	36181098	36254947	73850	531	48.2
RG	NA18522	chr22	37187403	37207564	20162	145	22.3
RG	NA18522	chr22	37582443	37655771	73329	399	46.1
RG	NA18522	chr22	37765850	37936167	170318	754	47.8
RG	NA18522	chr22	38220198	38258647	38450	238	63.2
RG	NA18522	chr22	38636265	38712132	75868	252	15.4
RG	NA18522	chr22	38786880	38864706	77827	459	47.8
RG	NA18522	chr22	38915592	38980458	64867	337	59.1
RG	NA18522	chr22	39343623	39458181	114559	617	35.7
RG	NA18522	chr22	39649238	39699557	50320	312	10.4
RG	NA18522	chr22	40033729	40142419	108691	469	37.8
RG	NA18522	chr22	42240092	42292526	52435	288	36.7
RG	NA18522	chr22	42630290	42790732	160443	982	74.2
RG	NA18522	chr22	43161876	43167243	5368	53	17.7
RG	NA18522	chr22	44530713	44558349	27637	290	58.2
RG	NA18522	chr22	45009089	45018883	9795	66	10.7
RG	NA18522	chr22	45497415	45519735	22321	171	47.3
RG	NA18522	chr22	46373826	46399572	25747	246	25.5
RG	NA18522	chr22	46750522	46902484	151963	1167	80.3
RG	NA18522	chr22	47156480	47164534	8055	131	15.9
RG	NA18522	chr22	47321942	47343645	21704	204	20.4
RG	NA18522	chr22	47602684	47626372	23689	238	29.1
RG	NA18522	chr22	49129815	49159788	29974	395	66.5
RG	NA18522	chr22	49270838	49276986	6149	89	66.3
RG	NA18522	chr22	49400136	49408037	7902	114	23.0
RG	NA18522	chr22	49517924	49678963	161040	1442	78.8
RG	NA18523	chr22	17127489	17193026	65538	356	32.7
RG	NA18523	chr22	17429117	17452024	22908	202	43.9
RG	NA18523	chr22	19311515	19436917	125403	489	61.0
RG	NA18523	chr22	19681497	19727785	46289	285	61.7
RG	NA18523	chr22	19742815	19965867	223053	1627	86.0
RG	NA18523	chr22	21907107	21963659	56553	285	22.5
RG	NA18523	chr22	22688121	22758270	70150	723	79.0
RG	NA18523	chr22	22960786	23011425	50640	255	57.7
RG	NA18523	chr22	23596017	23691580	95564	558	70.0
RG	NA18523	chr22	25303272	25319864	16593	78	46.1
RG	NA18523	chr22	25932965	25959839	26875	218	28.8
RG	NA18523	chr22	26029284	26050175	20892	160	32.0
RG	NA18523	chr22	26267455	26297261	29807	222	36.4
RG	NA18523	chr22	26882651	26938615	55965	434	63.2
RG	NA18523	chr22	27552780	27575980	23201	198	39.4
RG	NA18523	chr22	28736350	29049853	313504	1313	49.7
RG	NA18523	chr22	30465675	30469350	3676	36	40.4
RG	NA18523	chr22	30565996	30602296	36301	150	21.3
RG	NA18523	chr22	32998992	33020791	21800	111	16.8
RG	NA18523	chr22	33123468	33146478	23011	157	36.4
RG	NA18523	chr22	34191054	34213855	22802	150	13.9
RG	NA18523	chr22	34466958	36270279	1803322	10285	93.0
RG	NA18523	chr22	36698442	36745422	46981	275	55.2
RG	NA18523	chr22	37143673	37164064	20392	163	58.4
RG	NA18523	chr22	38115056	38205569	90514	505	68.8
RG	NA18523	chr22	38963141	38994279	31139	162	47.2
RG	NA18523	chr22	40684132	41087320	403189	1381	42.4
RG	NA18523	chr22	41233750	41338235	104486	381	41.7
RG	NA18523	chr22	41567549	41672898	105350	363	41.8
RG	NA18523	chr22	42344539	42396009	51471	354	23.7
RG	NA18523	chr22	43925761	44019551	93791	583	79.8
RG	NA18523	chr22	44110239	44126639	16401	145	26.0
RG	NA18523	chr22	44448149	44450002	1854	31	14.9
RG	NA18523	chr22	45131640	45192365	60726	362	55.7
RG	NA18523	chr22	45610386	45682188	71803	446	49.7
RG	NA18523	chr22	46090877	46116464	25588	263	38.0
RG	NA18523	chr22	46269019	46376355	107337	769	64.2
RG	NA18523	chr22	46520770	46527141	6372	57	27.0
RG	NA18523	chr22	46768823	46874972	106150	724	51.4
RG	NA18523	chr22	46903520	46936064	32545	308	49.1
RG	NA18523	chr22	47060872	47097765	36894	325	74.9
RG	NA18523	chr22	47204411	47231723	27313	214	32.0
RG	NA18523	chr22	48998499	49016939	18441	205	43.7
RG	NA18523	chr22	49138457	49155611	17155	258	42.7
RG	NA18523	chr22	50305910	50332540	26631	141	13.3
RG	NA18523	chr22	50406483	50452226	45744	273	54.8
RG	NA18853	chr22	16622044	16704288	82245	160	18.6
RG	NA18853	chr22	16796579	16832354	35776	239	37.2
RG	NA18853	chr22	16912130	16931278	19149	189	37.7
RG	NA18853	chr22	17036182	17099053	62872	339	57.9
RG	NA18853	chr22	17288797	17313079	24283	174	20.2
RG	NA18853	chr22	19964281	20007511	43231	335	42.5
RG	NA18853	chr22	20664120	20818191	154072	618	53.8
RG	NA18853	chr22	21660334	21702965	42632	260	39.2
RG	NA18853	chr22	22181027	22196909	15883	114	29.4
RG	NA18853	chr22	22703616	22713959	10344	160	35.8
RG	NA18853	chr22	23631995	23727872	95878	553	58.0
RG	NA18853	chr22	24710444	24745439	34996	215	23.9
RG	NA18853	chr22	25316092	25535051	218960	1263	88.6
RG	NA18853	chr22	25739674	25770655	30982	203	36.0
RG	NA18853	chr22	26397830	26484590	86761	502	59.2
RG	NA18853	chr22	29125869	29156167	30299	219	36.0
RG	NA18853	chr22	30356191	30471607	115417	533	41.5
RG	NA18853	chr22	32332792	32350255	17464	169	50.8
RG	NA18853	chr22	32358399	32387314	28916	198	22.0
RG	NA18853	chr22	32828882	32879467	50586	294	44.2
RG	NA18853	chr22	34359906	34402038	42133	327	42.4
RG	NA18853	chr22	34763200	34838304	75105	417	41.1
RG	NA18853	chr22	35162025	35170476	8452	41	30.2
RG	NA18853	chr22	35585482	35643227	57746	363	76.5
RG	NA18853	chr22	35701597	35738336	36740	188	39.3
RG	NA18853	chr22	36985410	37008293	22884	197	30.4
RG	NA18853	chr22	37145182	37163278	18097	149	38.5
RG	NA18853	chr22	37400774	37407435	6662	76	21.6
RG	NA18853	chr22	38636265	38712132	75868	252	15.4
RG	NA18853	chr22	38786880	38864706	77827	458	39.0
RG	NA18853	chr22	39223313	39258514	35202	235	34.5
RG	NA18853	chr22	40050443	40155109	104667	438	44.8
RG	NA18853	chr22	41380135	41652190	272056	919	64.9
RG	NA18853	chr22	41890195	42141394	251200	996	65.6
RG	NA18853	chr22	42785185	43007018	221834	1328	65.0
RG	NA18853	chr22	43813145	43876356	63212	404	54.0
RG	NA18853	chr22	44103763	44147556	43794	369	61.9
RG	NA18853	chr22	45234454	45271841	37388	256	40.8
RG	NA18853	chr22	47303959	47342203	38245	335	42.6
RG	NA18853	chr22	48167159	48192473	25315	225	64.0
RG	NA18853	chr22	49293041	49305864	12824	266	20.2
RG	NA18853	chr22	49412018	49447238	35221	308	58.2
RG	NA18853	chr22	49484644	49533093	48450	433	67.9
RG	NA18856	chr22	17455892	17502013	46122	301	36.7
RG	NA18856	chr22	18081434	18109644	28211	140	41.1
RG	NA18856	chr22	18133378	18947922	814545	186	33.3
RG	NA18856	chr22	22009421	22039043	29623	312	27.8
RG	NA18856	chr22	22084694	22108435	23742	254	73.9
RG	NA18856	chr22	22129236	22181333	52098	556	82.2
RG	NA18856	chr22	23076267	23176582	100316	657	78.9
RG	NA18856	chr22	25035541	25060060	24520	165	23.8
RG	NA18856	chr22	26297900	26321235	23336	173	46.0
RG	NA18856	chr22	26931778	26954364	22587	245	40.0
RG	NA18856	chr22	27240645	27396233	155589	1343	84.0
RG	NA18856	chr22	27602104	27636322	34219	234	46.6
RG	NA18856	chr22	29485548	29611558	126011	472	47.8
RG	NA18856	chr22	31043611	31136974	93364	361	51.3
RG	NA18856	chr22	31422996	31617189	194194	604	23.6
RG	NA18856	chr22	31713925	31931531	217607	795	55.6
RG	NA18856	chr22	32441764	32457673	15910	103	23.1
RG	NA18856	chr22	33177583	33215960	38378	336	50.1
RG	NA18856	chr22	34474998	34589203	114206	1059	63.4
RG	NA18856	chr22	35141975	35186881	44907	325	58.2
RG	NA18856	chr22	36204690	36254947	50258	326	45.5
RG	NA18856	chr22	36463346	36513791	50446	308	57.8
RG	NA18856	chr22	36797385	36842487	45103	279	49.1
RG	NA18856	chr22	37085644	37101518	15875	152	14.4
RG	NA18856	chr22	38228753	38258647	29895	184	20.3
RG	NA18856	chr22	38915592	38953341	37750	204	33.5
RG	NA18856	chr22	38963141	39016686	53546	263	10.3
RG	NA18856	chr22	39381054	39461320	80267	370	21.1
RG	NA18856	chr22	39667047	39700931	33885	200	40.9
RG	NA18856	chr22	42790818	43080426	289609	1638	88.4
RG	NA18856	chr22	43227645	43251554	23910	235	26.1
RG	NA18856	chr22	43505240	43899306	394067	2388	81.2
RG	NA18856	chr22	44576386	44592715	16330	177	39.5
RG	NA18856	chr22	45220933	45251936	31004	224	22.9
RG	NA18856	chr22	46100449	46174335	73887	624	77.5
RG	NA18856	chr22	46251235	46269019	17785	100	23.5
RG	NA18856	chr22	46482058	46738678	256621	2102	85.9
RG	NA18856	chr22	47015111	47095008	79898	790	67.1
RG	NA18856	chr22	47307472	47350344	42873	340	38.0
RG	NA18856	chr22	48688577	48694186	5610	83	28.2
RG	NA18856	chr22	48808800	48866767	57968	552	87.3
RG	NA18858	chr22	17640192	17727593	87402	410	16.0
RG	NA18858	chr22	17748887	17774861	25975	156	24.0
RG	NA18858	chr22	17918239	17962943	44705	332	40.4
RG	NA18858	chr22	19357557	19497611	140055	599	50.1
RG	NA18858	chr22	20038581	20150094	111514	545	81.4
RG	NA18858	chr22	22225675	22287178	61504	230	51.9
RG	NA18858	chr22	22713788	22794322	80535	720	69.5
RG	NA18858	chr22	23771143	23846406	75264	462	57.4
RG	NA18858	chr22	24812306	24825114	12809	95	25.7
RG	NA18858	chr22	25320658	25417758	97101	646	72.2
RG	NA18858	chr22	25451149	25497117	45969	187	35.3
RG	NA18858	chr22	25739674	25753842	14169	77	15.6
RG	NA18858	chr22	26298248	26322300	24053	180	34.4
RG	NA18858	chr22	27596786	27630084	33299	227	33.8
RG	NA18858	chr22	27647946	27703047	55102	426	48.3
RG	NA18858	chr22	29232003	29256020	24018	146	34.7
RG	NA18858	chr22	30222201	30509270	287070	1272	62.2
RG	NA18858	chr22	31546933	31738985	192053	741	39.9
RG	NA18858	chr22	32271204	32303194	31991	166	14.5
RG	NA18858	chr22	32626807	32641049	14243	102	12.8
RG	NA18858	chr22	33572230	33627502	55273	395	53.1
RG	NA18858	chr22	34191054	34213855	22802	150	13.9
RG	NA18858	chr22	35586542	35642520	55979	351	38.9
RG	NA18858	chr22	35790079	36056637	266559	762	49.5
RG	NA18858	chr22	36982410	37003053	20644	153	24.1
RG	NA18858	chr22	37831768	38053330	221563	835	43.9
RG	NA18858	chr22	39205399	39254195	48797	286	45.8
RG	NA18858	chr22	40556480	41087320	530841	1754	64.4
RG	NA18858	chr22	41571569	41652190	80622	274	31.8
RG	NA18858	chr22	42702765	42759093	56329	277	38.4
RG	NA18858	chr22	42790818	42853087	62270	387	62.5
RG	NA18858	chr22	42899810	42921482	21673	136	12.8
RG	NA18858	chr22	44156774	44183752	26979	246	49.5
RG	NA18858	chr22	44846623	45035308	188686	1678	89.0
RG	NA18858	chr22	45899202	45941638	42437	436	74.1
RG	NA18858	chr22	46601323	46697491	96169	792	81.1
RG	NA18858	chr22	46946024	46984564	38541	318	40.1
RG	NA18858	chr22	47097016	47143089	46074	442	56.2
RG	NA18858	chr22	47545494	47568908	23415	215	29.8
RG	NA18858	chr22	48414913	48435465	20553	251	17.9
RG	NA18858	chr22	48537985	48551076	13092	109	12.4
RG	NA18858	chr22	48740349	48758114	17766	201	21.9
RG	NA18858	chr22	48991961	49027896	35936	431	61.7
RG	NA18858	chr22	49906879	49926053	19175	189	49.6
RG	NA18858	chr22	50555207	50560308	5102	36	40.5
RG	NA18861	chr22	16748669	16830882	82214	400	45.8
RG	NA18861	chr22	17036182	17099053	62872	339	42.4
RG	NA18861	chr22	17104551	17139989	35439	209	41.8
RG	NA18861	chr22	17357342	17427468	70127	423	14.0
RG	NA18861	chr22	19965939	20034340	68402	503	62.5
RG	NA18861	chr22	22029213	22048542	19330	207	36.3
RG	NA18861	chr22	22130737	22143005	12269	160	24.5
RG	NA18861	chr22	22209818	22244075	34258	330	57.5
RG	NA18861	chr22	22559001	22589560	30560	239	71.9
RG	NA18861	chr22	22826922	22841942	15021	103	32.1
RG	NA18861	chr22	22944702	23079866	135165	736	76.2
RG	NA18861	chr22	23260033	23334708	74676	494	51.6
RG	NA18861	chr22	23473327	23506857	33531	144	45.6
RG	NA18861	chr22	24705211	24735870	30660	216	23.9
RG	NA18861	chr22	25035541	25203882	168342	999	59.1
RG	NA18861	chr22	25435156	25510836	75681	339	52.5
RG	NA18861	chr22	26070210	26138796	68587	443	48.9
RG	NA18861	chr22	26361846	26396025	34180	273	45.9
RG	NA18861	chr22	27572337	27597098	24762	175	14.7
RG	NA18861	chr22	27654441	27672504	18064	134	20.0
RG	NA18861	chr22	29230624	29253592	22969	142	12.6
RG	NA18861	chr22	31366802	32185606	818805	2942	85.1
RG	NA18861	chr22	32200196	32210901	10706	97	11.1
RG	NA18861	chr22	32650550	32739206	88657	533	20.0
RG	NA18861	chr22	32948990	32993693	44704	281	17.6
RG	NA18861	chr22	33847254	33869399	22146	137	23.5
RG	NA18861	chr22	34405465	34464592	59128	485	15.4
RG	NA18861	chr22	34766127	34838304	72178	396	27.7
RG	NA18861	chr22	35243504	35325098	81595	374	70.9
RG	NA18861	chr22	36204016	36240490	36475	260	40.9
RG	NA18861	chr22	37067604	37101518	33915	259	22.3
RG	NA18861	chr22	37145182	37164064	18883	156	54.7
RG	NA18861	chr22	37410651	37429148	18498	121	11.5
RG	NA18861	chr22	37685317	38053330	368014	1630	51.1
RG	NA18861	chr22	38115056	38201038	85983	469	65.9
RG	NA18861	chr22	38468169	38760847	292679	1041	57.8
RG	NA18861	chr22	40033729	40678164	644436	2137	70.1
RG	NA18861	chr22	41683874	41827754	143881	543	21.7
RG	NA18861	chr22	42295232	42376601	81370	480	62.5
RG	NA18861	chr22	42744666	42759093	14428	81	17.2
RG	NA18861	chr22	44158278	44168945	10668	108	30.1
RG	NA18861	chr22	45032562	45050450	17889	170	47.3
RG	NA18861	chr22	45220933	45265933	45001	367	18.4
RG	NA18861	chr22	46251376	46345627	94252	562	69.9
RG	NA18861	chr22	46379737	46410055	30319	276	42.3
RG	NA18861	chr22	47150136	47171676	21541	332	55.6
RG	NA18861	chr22	47612287	47623470	11184	134	31.1
RG	NA18861	chr22	47829247	47875608	46362	381	55.1
RG	NA18861	chr22	48107240	48123280	16041	121	28.5
RG	NA18861	chr22	48196534	48221048	24515	189	16.1
RG	NA18861	chr22	48268325	48286557	18233	164	24.8
RG	NA18861	chr22	48400607	48416040	15434	164	24.1
RG	NA18861	chr22	49201294	49243658	42365	569	21.6
RG	NA18861	chr22	49536576	49585283	48708	411	47.7
RG	NA18861	chr22	49802836	49927100	124265	866	56.7
RG	NA18870	chr22	16138743	16551788	413046	287	46.2
RG	NA18870	chr22	17422021	17429240	7220	69	53.2
RG	NA18870	chr22	17444060	17463647	19588	151	24.6
RG	NA18870	chr22	19293308	19313419	20112	71	21.9
RG	NA18870	chr22	22118332	22169271	50940	593	66.3
RG	NA18870	chr22	22616331	22672537	56207	200	40.6
RG	NA18870	chr22	22810277	22844075	33799	229	45.5
RG	NA18870	chr22	23507127	23518001	10875	126	25.5
RG	NA18870	chr22	23634054	23658719	24666	154	27.1
RG	NA18870	chr22	24330549	24521425	190877	833	45.2
RG	NA18870	chr22	24584805	24639183	54379	115	15.6
RG	NA18870	chr22	24938902	24973833	34932	179	23.3
RG	NA18870	chr22	25070261	25197103	126843	723	50.4
RG	NA18870	chr22	25285084	25405725	120642	773	73.6
RG	NA18870	chr22	25739674	25768888	29215	191	34.6
RG	NA18870	chr22	27042391	27091270	48880	433	68.5
RG	NA18870	chr22	27158616	27203884	45269	334	59.0
RG	NA18870	chr22	28823185	28861058	37874	162	9.7
RG	NA18870	chr22	30877587	31030764	153178	407	28.4
RG	NA18870	chr22	32726561	32739206	12646	77	25.1
RG	NA18870	chr22	32931537	32966471	34935	181	22.0
RG	NA18870	chr22	33463162	33500987	37826	216	20.0
RG	NA18870	chr22	34036698	34336565	299868	1894	82.3
RG	NA18870	chr22	34601817	34703395	101579	739	68.6
RG	NA18870	chr22	36203082	36254947	51866	342	50.2
RG	NA18870	chr22	36578846	36609773	30928	205	30.7
RG	NA18870	chr22	36681029	36752116	71088	396	66.1
RG	NA18870	chr22	37073481	37101986	28506	237	30.7
RG	NA18870	chr22	38855450	38934837	79388	465	41.1
RG	NA18870	chr22	39180981	39231100	50120	304	50.9
RG	NA18870	chr22	39430132	39456345	26214	137	26.4
RG	NA18870	chr22	40869045	41087320	218276	637	28.1
RG	NA18870	chr22	41974295	42289531	315237	1260	76.4
RG	NA18870	chr22	42548713	42621050	72338	388	33.0
RG	NA18870	chr22	42790818	43007018	216201	1292	71.0
RG	NA18870	chr22	43109066	43137421	28356	179	16.2
RG	NA18870	chr22	45047258	45063509	16252	155	25.9
RG	NA18870	chr22	46165458	46447533	282076	1992	93.7
RG	NA18870	chr22	46459425	46479886	20462	198	58.1
RG	NA18870	chr22	47899078	47913418	14341	141	45.6
RG	NA18870	chr22	47998418	48065409	66992	501	71.7
RG	NA18870	chr22	48422792	48441361	18570	262	27.9
RG	NA18870	chr22	48756036	48779932	23897	178	44.6
RG	NA18870	chr22	49291323	49293105	1783	47	46.1
RG	NA18871	chr22	17200958	17231252	30295	141	29.2
RG	NA18871	chr22	17443726	17453499	9774	79	27.5
RG	NA18871	chr22	18013756	18042536	28781	180	30.9
RG	NA18871	chr22	19633459	19644684	11226	117	18.5
RG	NA18871	chr22	19926986	19960691	33706	205	53.4
RG	NA18871	chr22	20044441	20077491	33051	174	43.0
RG	NA18871	chr22	20496181	20594914	98734	522	55.6
RG	NA18871	chr22	22022194	22042942	20749	239	66.8
RG	NA18871	chr22	22088003	22108435	20433	234	16.9
RG	NA18871	chr22	22322940	22906870	583931	4128	93.8
